0.00, 1.0000
0.10, 0.9246
0.20, 0.8500
0.30, 0.7770
0.40, 0.7061
0.50, 0.6380
0.60, 0.5734
0.70, 0.5126
0.80, 0.4560
0.90, 0.4039
1.00, 0.3563
1.10, 0.3133
1.20, 0.2749
1.30, 0.2408
1.40, 0.2108
1.50, 0.1848
1.60, 0.1623
1.70, 0.1431
1.80, 0.1266
1.90, 0.1127
2.00, 0.1010
2.10, 0.0912
2.20, 0.0830
2.30, 0.0761
